O*NET-SOC Code	Title	Element ID	Element Name	Data Value
21-1093.00	Social and Human Service Assistants	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.42
21-1093.00	Social and Human Service Assistants	4.A.2.a.4	Analyzing Data or Information	2.86
21-1093.00	Social and Human Service Assistants	4.A.2.b.1	Making Decisions and Solving Problems	3.72
21-1093.00	Social and Human Service Assistants	4.A.2.b.2	Thinking Creatively	3.69
21-1093.00	Social and Human Service Assistants	4.A.2.b.3	Updating and Using Relevant Knowledge	3.72
21-1093.00	Social and Human Service Assistants	4.A.2.b.4	Developing Objectives and Strategies	3.56
21-1093.00	Social and Human Service Assistants	4.A.2.b.5	Scheduling Work and Activities	3.34
21-1093.00	Social and Human Service Assistants	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.61
21-1093.00	Social and Human Service Assistants	4.A.3.a.1	Performing General Physical Activities	2.55
21-1093.00	Social and Human Service Assistants	4.A.3.a.2	Handling and Moving Objects	1.99
21-1093.00	Social and Human Service Assistants	4.A.3.a.3	Controlling Machines and Processes	1.63
21-1093.00	Social and Human Service Assistants	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	1.94
21-1093.00	Social and Human Service Assistants	4.A.3.b.1	Working with Computers	3.99
21-1093.00	Social and Human Service Assistants	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.3
21-1093.00	Social and Human Service Assistants	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	1.28
21-1093.00	Social and Human Service Assistants	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.45
21-1093.00	Social and Human Service Assistants	4.A.3.b.6	Documenting/Recording Information	4.51
21-1093.00	Social and Human Service Assistants	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.32
21-1093.00	Social and Human Service Assistants	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.74
21-1093.00	Social and Human Service Assistants	4.A.4.a.3	Communicating with People Outside the Organization	3.85
21-1093.00	Social and Human Service Assistants	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	4.04
21-1093.00	Social and Human Service Assistants	4.A.4.a.5	Assisting and Caring for Others	4.02
21-1093.00	Social and Human Service Assistants	4.A.4.a.6	Selling or Influencing Others	2.16
21-1093.00	Social and Human Service Assistants	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.63
21-1093.00	Social and Human Service Assistants	4.A.4.a.8	Performing for or Working Directly with the Public	4.07
21-1093.00	Social and Human Service Assistants	4.A.4.b.1	Coordinating the Work and Activities of Others	3.37
21-1093.00	Social and Human Service Assistants	4.A.4.b.2	Developing and Building Teams	3.55
21-1093.00	Social and Human Service Assistants	4.A.4.b.3	Training and Teaching Others	3.6
21-1093.00	Social and Human Service Assistants	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	2.39
21-1093.00	Social and Human Service Assistants	4.A.4.b.5	Coaching and Developing Others	3.56
21-1093.00	Social and Human Service Assistants	4.A.4.b.6	Providing Consultation and Advice to Others	3.47
21-1093.00	Social and Human Service Assistants	4.A.4.c.1	Performing Administrative Activities	3.65
21-1093.00	Social and Human Service Assistants	4.A.4.c.2	Staffing Organizational Units	2.27
21-1093.00	Social and Human Service Assistants	4.A.4.c.3	Monitoring and Controlling Resources	2.39
21-1094.00	Community Health Workers	4.A.1.a.1	Getting Information	4.14
21-1094.00	Community Health Workers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.99
21-1094.00	Community Health Workers	4.A.1.b.1	Identifying Objects, Actions, and Events	4.1
21-1094.00	Community Health Workers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	3.44
21-1094.00	Community Health Workers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.41
21-1094.00	Community Health Workers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.66
21-1094.00	Community Health Workers	4.A.2.a.2	Processing Information	3.79
21-1094.00	Community Health Workers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.83
21-1094.00	Community Health Workers	4.A.2.a.4	Analyzing Data or Information	3.66
21-1094.00	Community Health Workers	4.A.2.b.1	Making Decisions and Solving Problems	3.66
21-1094.00	Community Health Workers	4.A.2.b.2	Thinking Creatively	4.02
21-1094.00	Community Health Workers	4.A.2.b.3	Updating and Using Relevant Knowledge	4.51
21-1094.00	Community Health Workers	4.A.2.b.4	Developing Objectives and Strategies	4.35
21-1094.00	Community Health Workers	4.A.2.b.5	Scheduling Work and Activities	4.27
21-1094.00	Community Health Workers	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	4.75
21-1094.00	Community Health Workers	4.A.3.a.1	Performing General Physical Activities	3.1
21-1094.00	Community Health Workers	4.A.3.a.2	Handling and Moving Objects	3.69
21-1094.00	Community Health Workers	4.A.3.a.3	Controlling Machines and Processes	2.67
21-1094.00	Community Health Workers	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.66
21-1094.00	Community Health Workers	4.A.3.b.1	Working with Computers	4.4
21-1094.00	Community Health Workers	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.81
21-1094.00	Community Health Workers	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	2.0
21-1094.00	Community Health Workers	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.98
21-1094.00	Community Health Workers	4.A.3.b.6	Documenting/Recording Information	4.5
21-1094.00	Community Health Workers	4.A.4.a.1	Interpreting the Meaning of Information for Others	4.39
21-1094.00	Community Health Workers	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.68
21-1094.00	Community Health Workers	4.A.4.a.3	Communicating with People Outside the Organization	4.87
21-1094.00	Community Health Workers	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	4.75
21-1094.00	Community Health Workers	4.A.4.a.5	Assisting and Caring for Others	4.36
21-1094.00	Community Health Workers	4.A.4.a.6	Selling or Influencing Others	3.81
21-1094.00	Community Health Workers	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.42
21-1094.00	Community Health Workers	4.A.4.a.8	Performing for or Working Directly with the Public	4.62
21-1094.00	Community Health Workers	4.A.4.b.1	Coordinating the Work and Activities of Others	3.68
21-1094.00	Community Health Workers	4.A.4.b.2	Developing and Building Teams	3.92
21-1094.00	Community Health Workers	4.A.4.b.3	Training and Teaching Others	4.07
21-1094.00	Community Health Workers	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.32
21-1094.00	Community Health Workers	4.A.4.b.5	Coaching and Developing Others	3.3
21-1094.00	Community Health Workers	4.A.4.b.6	Providing Consultation and Advice to Others	3.14
21-1094.00	Community Health Workers	4.A.4.c.1	Performing Administrative Activities	3.65
21-1094.00	Community Health Workers	4.A.4.c.2	Staffing Organizational Units	2.19
21-1094.00	Community Health Workers	4.A.4.c.3	Monitoring and Controlling Resources	3.44
21-2011.00	Clergy	4.A.1.a.1	Getting Information	4.21
21-2011.00	Clergy	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2.68
21-2011.00	Clergy	4.A.1.b.1	Identifying Objects, Actions, and Events	3.51
21-2011.00	Clergy	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	2.37
21-2011.00	Clergy	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.45
21-2011.00	Clergy	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.47
21-2011.00	Clergy	4.A.2.a.2	Processing Information	2.44
21-2011.00	Clergy	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	2.88
21-2011.00	Clergy	4.A.2.a.4	Analyzing Data or Information	2.62
21-2011.00	Clergy	4.A.2.b.1	Making Decisions and Solving Problems	3.76
21-2011.00	Clergy	4.A.2.b.2	Thinking Creatively	3.69
21-2011.00	Clergy	4.A.2.b.3	Updating and Using Relevant Knowledge	3.26
21-2011.00	Clergy	4.A.2.b.4	Developing Objectives and Strategies	3.6
21-2011.00	Clergy	4.A.2.b.5	Scheduling Work and Activities	3.3
21-2011.00	Clergy	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	3.52
21-2011.00	Clergy	4.A.3.a.1	Performing General Physical Activities	1.73
21-2011.00	Clergy	4.A.3.a.2	Handling and Moving Objects	1.66
21-2011.00	Clergy	4.A.3.a.3	Controlling Machines and Processes	1.69
21-2011.00	Clergy	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	1.86
21-2011.00	Clergy	4.A.3.b.1	Working with Computers	3.33
21-2011.00	Clergy	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.31
21-2011.00	Clergy	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	1.47
21-2011.00	Clergy	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.48
21-2011.00	Clergy	4.A.3.b.6	Documenting/Recording Information	2.82
21-2011.00	Clergy	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.07
21-2011.00	Clergy	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	3.95
21-2011.00	Clergy	4.A.4.a.3	Communicating with People Outside the Organization	3.05
21-2011.00	Clergy	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	4.34
21-2011.00	Clergy	4.A.4.a.5	Assisting and Caring for Others	4.33
21-2011.00	Clergy	4.A.4.a.6	Selling or Influencing Others	2.94
21-2011.00	Clergy	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.81
21-2011.00	Clergy	4.A.4.a.8	Performing for or Working Directly with the Public	3.58
21-2011.00	Clergy	4.A.4.b.1	Coordinating the Work and Activities of Others	3.55
21-2011.00	Clergy	4.A.4.b.2	Developing and Building Teams	4.05
21-2011.00	Clergy	4.A.4.b.3	Training and Teaching Others	3.52
21-2011.00	Clergy	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.74
21-2011.00	Clergy	4.A.4.b.5	Coaching and Developing Others	3.56
21-2011.00	Clergy	4.A.4.b.6	Providing Consultation and Advice to Others	3.19
21-2011.00	Clergy	4.A.4.c.1	Performing Administrative Activities	2.68
21-2011.00	Clergy	4.A.4.c.2	Staffing Organizational Units	2.49
21-2011.00	Clergy	4.A.4.c.3	Monitoring and Controlling Resources	2.76
21-2021.00	Directors, Religious Activities and Education	4.A.1.a.1	Getting Information	4.22
21-2021.00	Directors, Religious Activities and Education	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3.33
21-2021.00	Directors, Religious Activities and Education	4.A.1.b.1	Identifying Objects, Actions, and Events	4.34
21-2021.00	Directors, Religious Activities and Education	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	2.85
21-2021.00	Directors, Religious Activities and Education	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	3.53
21-2021.00	Directors, Religious Activities and Education	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.59
21-2021.00	Directors, Religious Activities and Education	4.A.2.a.2	Processing Information	2.96
21-2021.00	Directors, Religious Activities and Education	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	3.51
21-2021.00	Directors, Religious Activities and Education	4.A.2.a.4	Analyzing Data or Information	3.03
21-2021.00	Directors, Religious Activities and Education	4.A.2.b.1	Making Decisions and Solving Problems	4.24
21-2021.00	Directors, Religious Activities and Education	4.A.2.b.2	Thinking Creatively	4.21
21-2021.00	Directors, Religious Activities and Education	4.A.2.b.3	Updating and Using Relevant Knowledge	4.22
21-2021.00	Directors, Religious Activities and Education	4.A.2.b.4	Developing Objectives and Strategies	3.99
21-2021.00	Directors, Religious Activities and Education	4.A.2.b.5	Scheduling Work and Activities	3.89
21-2021.00	Directors, Religious Activities and Education	4.A.2.b.6	Organizing, Planning, and Prioritizing Work	4.33
21-2021.00	Directors, Religious Activities and Education	4.A.3.a.1	Performing General Physical Activities	3.08
21-2021.00	Directors, Religious Activities and Education	4.A.3.a.2	Handling and Moving Objects	1.9
21-2021.00	Directors, Religious Activities and Education	4.A.3.a.3	Controlling Machines and Processes	1.98
21-2021.00	Directors, Religious Activities and Education	4.A.3.a.4	Operating Vehicles, Mechanized Devices, or Equipment	2.19
21-2021.00	Directors, Religious Activities and Education	4.A.3.b.1	Working with Computers	3.94
21-2021.00	Directors, Religious Activities and Education	4.A.3.b.2	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	1.6
21-2021.00	Directors, Religious Activities and Education	4.A.3.b.4	Repairing and Maintaining Mechanical Equipment	1.6
21-2021.00	Directors, Religious Activities and Education	4.A.3.b.5	Repairing and Maintaining Electronic Equipment	1.38
21-2021.00	Directors, Religious Activities and Education	4.A.3.b.6	Documenting/Recording Information	3.49
21-2021.00	Directors, Religious Activities and Education	4.A.4.a.1	Interpreting the Meaning of Information for Others	3.39
21-2021.00	Directors, Religious Activities and Education	4.A.4.a.2	Communicating with Supervisors, Peers, or Subordinates	4.42
21-2021.00	Directors, Religious Activities and Education	4.A.4.a.3	Communicating with People Outside the Organization	3.92
21-2021.00	Directors, Religious Activities and Education	4.A.4.a.4	Establishing and Maintaining Interpersonal Relationships	4.59
21-2021.00	Directors, Religious Activities and Education	4.A.4.a.5	Assisting and Caring for Others	4.75
21-2021.00	Directors, Religious Activities and Education	4.A.4.a.6	Selling or Influencing Others	2.99
21-2021.00	Directors, Religious Activities and Education	4.A.4.a.7	Resolving Conflicts and Negotiating with Others	3.9
21-2021.00	Directors, Religious Activities and Education	4.A.4.a.8	Performing for or Working Directly with the Public	3.92
21-2021.00	Directors, Religious Activities and Education	4.A.4.b.1	Coordinating the Work and Activities of Others	3.4
21-2021.00	Directors, Religious Activities and Education	4.A.4.b.2	Developing and Building Teams	4.16
21-2021.00	Directors, Religious Activities and Education	4.A.4.b.3	Training and Teaching Others	3.79
21-2021.00	Directors, Religious Activities and Education	4.A.4.b.4	Guiding, Directing, and Motivating Subordinates	3.39
21-2021.00	Directors, Religious Activities and Education	4.A.4.b.5	Coaching and Developing Others	3.64
21-2021.00	Directors, Religious Activities and Education	4.A.4.b.6	Providing Consultation and Advice to Others	3.31
21-2021.00	Directors, Religious Activities and Education	4.A.4.c.1	Performing Administrative Activities	3.55
21-2021.00	Directors, Religious Activities and Education	4.A.4.c.2	Staffing Organizational Units	2.69
21-2021.00	Directors, Religious Activities and Education	4.A.4.c.3	Monitoring and Controlling Resources	3.49
23-1011.00	Lawyers	4.A.1.a.1	Getting Information	4.62
23-1011.00	Lawyers	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2.73
23-1011.00	Lawyers	4.A.1.b.1	Identifying Objects, Actions, and Events	3.92
23-1011.00	Lawyers	4.A.1.b.2	Inspecting Equipment, Structures, or Materials	1.58
23-1011.00	Lawyers	4.A.1.b.3	Estimating the Quantifiable Characteristics of Products, Events, or Information	2.74
23-1011.00	Lawyers	4.A.2.a.1	Judging the Qualities of Objects, Services, or People	3.45
23-1011.00	Lawyers	4.A.2.a.2	Processing Information	4.08
23-1011.00	Lawyers	4.A.2.a.3	Evaluating Information to Determine Compliance with Standards	4.51
23-1011.00	Lawyers	4.A.2.a.4	Analyzing Data or Information	3.72
23-1011.00	Lawyers	4.A.2.b.1	Making Decisions and Solving Problems	4.57
23-1011.00	Lawyers	4.A.2.b.2	Thinking Creatively	3.87
23-1011.00	Lawyers	4.A.2.b.3	Updating and Using Relevant Knowledge	4.13
